"symbol"	"ensembl_gene_id"	"gene_family"	"name"	"refseq_accession"
"ZNF93"	"ENSG00000184635"	"Zinc fingers C2H2-type"	"zinc finger protein 93"	"NM_031218"
"ZNF98"	"ENSG00000197360"	"Zinc fingers C2H2-type"	"zinc finger protein 98"	"NM_001098626"
"ZNF99"	"ENSG00000213973"	"Zinc fingers C2H2-type"	"zinc finger protein 99"	"XM_065124"
"ZNF100"	"ENSG00000197020"	"Zinc fingers C2H2-type"	"zinc finger protein 100"	"NM_173531"
"ZNF101"	"ENSG00000181896"	"Zinc fingers C2H2-type"	"zinc finger protein 101"	"NM_033204"
"ZNF106"	"ENSG00000103994"	"Zinc fingers C2H2-type;WD repeat domain containing"	"zinc finger protein 106"	"NM_022473"
"ZNF107"	"ENSG00000196247"	"Zinc fingers C2H2-type"	"zinc finger protein 107"	"NM_016220"
"ZNF112"	"ENSG00000062370"	"Zinc fingers C2H2-type"	"zinc finger protein 112"	"NM_013380"
"ZNF114"	"ENSG00000178150"	"Zinc fingers C2H2-type"	"zinc finger protein 114"	"NM_153608"
"ZNF117"	"ENSG00000152926"	"Zinc fingers C2H2-type"	"zinc finger protein 117"	"NM_024498"
"ZNF121"	"ENSG00000197961"	"Zinc fingers C2H2-type"	"zinc finger protein 121"	"NM_001008727"
"ZNF124"	"ENSG00000196418"	"Zinc fingers C2H2-type"	"zinc finger protein 124"	"NM_003431"
"ZNF131"	"ENSG00000172262"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger protein 131"	"NM_003432"
"ZNF132"	"ENSG00000131849"	"Zinc fingers C2H2-type"	"zinc finger protein 132"	"NM_003433"
"ZNF133"	"ENSG00000125846"	"Zinc fingers C2H2-type"	"zinc finger protein 133"	"NM_003434"
"ZNF134"	"ENSG00000213762"	"Zinc fingers C2H2-type"	"zinc finger protein 134"	"NM_003435"
"ZNF135"	"ENSG00000176293"	"Zinc fingers C2H2-type"	"zinc finger protein 135"	"NM_003436"
"ZNF136"	"ENSG00000196646"	"Zinc fingers C2H2-type"	"zinc finger protein 136"	"NM_003437"
"ZNF138"	"ENSG00000197008"	"Zinc fingers C2H2-type"	"zinc finger protein 138"	"NM_006524"
"ZNF140"	"ENSG00000196387"	"Zinc fingers C2H2-type"	"zinc finger protein 140"	"NM_003440"
"ZNF141"	"ENSG00000131127"	"Zinc fingers C2H2-type"	"zinc finger protein 141"	"NM_003441"
"ZNF142"	"ENSG00000115568"	"Zinc fingers C2H2-type"	"zinc finger protein 142"	"NM_005081"
"ZNF143"	"ENSG00000166478"	"Zinc fingers C2H2-type"	"zinc finger protein 143"	"NM_003442"
"ZNF146"	"ENSG00000167635"	"Zinc fingers C2H2-type"	"zinc finger protein 146"	"NM_007145"
"ZNF148"	"ENSG00000163848"	"Zinc fingers C2H2-type"	"zinc finger protein 148"	"NM_021964"
"ZNF154"	"ENSG00000179909"	"Zinc fingers C2H2-type"	"zinc finger protein 154"	"NM_001085384"
"ZNF155"	"ENSG00000204920"	"Zinc fingers C2H2-type"	"zinc finger protein 155"	"NM_003445"
"ZNF157"	"ENSG00000147117"	"Zinc fingers C2H2-type"	"zinc finger protein 157"	"NM_003446"
"ZNF160"	"ENSG00000170949"	"Zinc fingers C2H2-type"	"zinc finger protein 160"	"NM_033288"
"ZNF165"	"ENSG00000197279"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 165"	"NM_003447"
"ZNF169"	"ENSG00000175787"	"Zinc fingers C2H2-type"	"zinc finger protein 169"	"NM_194320"
"ZNF174"	"ENSG00000103343"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 174"	"NM_003450"
"ZNF175"	"ENSG00000105497"	"Zinc fingers C2H2-type"	"zinc finger protein 175"	"NM_007147"
"ZNF177"	"ENSG00000188629"	"Zinc fingers C2H2-type"	"zinc finger protein 177"	"NM_003451"
"ZNF180"	"ENSG00000167384"	"Zinc fingers C2H2-type"	"zinc finger protein 180"	"NM_013256"
"ZNF181"	"ENSG00000197841"	"Zinc fingers C2H2-type"	"zinc finger protein 181"	"NM_001029997"
"ZNF182"	"ENSG00000147118"	"Zinc fingers C2H2-type"	"zinc finger protein 182"	"NM_006962"
"ZNF184"	"ENSG00000096654"	"Zinc fingers C2H2-type"	"zinc finger protein 184"	"NM_007149"
"ZNF185"	"ENSG00000147394"	"LIM domain containing"	"zinc finger protein 185 with LIM domain"	"NM_007150"
"ZNF189"	"ENSG00000136870"	"Zinc fingers C2H2-type"	"zinc finger protein 189"	"NM_003452"
"ZNF195"	"ENSG00000005801"	"Zinc fingers C2H2-type"	"zinc finger protein 195"	"NM_001130519"
"ZNF197"	"ENSG00000186448"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 197"	"NM_006991"
"ZNF200"	"ENSG00000010539"	"Zinc fingers C2H2-type"	"zinc finger protein 200"	"NM_001145446"
"ZNF202"	"ENSG00000166261"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 202"	"NM_003455"
"ZNF205"	"ENSG00000122386"	"Zinc fingers C2H2-type"	"zinc finger protein 205"	"NM_003456"
"ZNF207"	"ENSG00000010244"	"Zinc fingers C2H2-type"	"zinc finger protein 207"	"NM_001032293"
"ZNF208"	"ENSG00000160321"	"Zinc fingers C2H2-type"	"zinc finger protein 208"	"NM_007153"
"ZNF211"	"ENSG00000121417"	"Zinc fingers C2H2-type"	"zinc finger protein 211"	"NM_001265597"
"ZNF212"	"ENSG00000170260"	"Zinc fingers C2H2-type"	"zinc finger protein 212"	"NM_012256"
"ZNF213"	"ENSG00000085644"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 213"	"NM_004220"
"ZNF214"	"ENSG00000149050"	"Zinc fingers C2H2-type"	"zinc finger protein 214"	"NM_001354830"
"ZNF215"	"ENSG00000149054"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 215"	"NM_001354853"
"ZNF217"	"ENSG00000171940"	"Zinc fingers C2H2-type"	"zinc finger protein 217"	"NM_006526"
"ZNF219"	"ENSG00000165804"	"Zinc fingers C2H2-type"	"zinc finger protein 219"	"NM_001101672"
"ZNF221"	"ENSG00000159905"	"Zinc fingers C2H2-type"	"zinc finger protein 221"	"NM_001297588"
"ZNF222"	"ENSG00000159885"	"Zinc fingers C2H2-type"	"zinc finger protein 222"	"NM_001129996"
"ZNF223"	"ENSG00000178386"	"Zinc fingers C2H2-type"	"zinc finger protein 223"	"NM_013361"
"ZNF224"	"ENSG00000267680"	"Zinc fingers C2H2-type"	"zinc finger protein 224"	"NM_013398"
"ZNF225"	"ENSG00000256294"	"Zinc fingers C2H2-type"	"zinc finger protein 225"	"NM_001321685"
"ZNF226"	"ENSG00000167380"	"Zinc fingers C2H2-type"	"zinc finger protein 226"	"NM_001032372"
"ZNF227"	"ENSG00000131115"	"Zinc fingers C2H2-type"	"zinc finger protein 227"	"NM_182490"
"ZNF229"	"ENSG00000278318"	"Zinc fingers C2H2-type"	"zinc finger protein 229"	"NM_014518"
"ZNF230"	"ENSG00000159882"	"Zinc fingers C2H2-type"	"zinc finger protein 230"	"NM_006300"
"ZNF232"	"ENSG00000167840"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 232"	"NM_014519"
"ZNF233"	"ENSG00000159915"	"Zinc fingers C2H2-type"	"zinc finger protein 233"	"NM_181756"
"ZNF234"	"ENSG00000263002"	"Zinc fingers C2H2-type"	"zinc finger protein 234"	"NM_001144824"
"ZNF235"	"ENSG00000159917"	"Zinc fingers C2H2-type"	"zinc finger protein 235"	"NM_004234"
"ZNF236"	"ENSG00000130856"	"Zinc fingers C2H2-type"	"zinc finger protein 236"	"NM_001306089"
"ZNF239"	"ENSG00000196793"	"Zinc fingers C2H2-type"	"zinc finger protein 239"	"NM_001099282"
"ZNF248"	"ENSG00000198105"	"Zinc fingers C2H2-type"	"zinc finger protein 248"	"NM_021045"
"ZNF250"	"ENSG00000196150"	"Zinc fingers C2H2-type"	"zinc finger protein 250"	"NM_021061"
"ZNF251"	"ENSG00000198169"	"Zinc fingers C2H2-type"	"zinc finger protein 251"	"NM_138367"
"ZNF253"	"ENSG00000256771"	"Zinc fingers C2H2-type"	"zinc finger protein 253"	"NM_021047"
"ZNF254"	"ENSG00000213096"	"Zinc fingers C2H2-type"	"zinc finger protein 254"	"NM_004876"
"ZNF256"	"ENSG00000152454"	"Zinc fingers C2H2-type"	"zinc finger protein 256"	"NM_005773"
"ZNF257"	"ENSG00000197134"	"Zinc fingers C2H2-type"	"zinc finger protein 257"	"NM_001316996"
"ZNF260"	"ENSG00000254004"	"Zinc fingers C2H2-type"	"zinc finger protein 260"	"NM_001012756"
"ZNF263"	"ENSG00000006194"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 263"	"NM_005741"
"ZNF264"	"ENSG00000083844"	"Zinc fingers C2H2-type"	"zinc finger protein 264"	"NM_003417"
"ZNF266"	"ENSG00000174652"	"Zinc fingers C2H2-type"	"zinc finger protein 266"	"NM_001271314"
"ZNF267"	"ENSG00000185947"	"Zinc fingers C2H2-type"	"zinc finger protein 267"	"NM_003414"
"ZNF268"	"ENSG00000090612"	"Zinc fingers C2H2-type"	"zinc finger protein 268"	"NM_152943"
"ZNF273"	"ENSG00000198039"	"Zinc fingers C2H2-type"	"zinc finger protein 273"	"NM_021148"
"ZNF274"	"ENSG00000171606"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 274"	"NM_133502"
"ZNF275"	"ENSG00000063587"	"Zinc fingers C2H2-type"	"zinc finger protein 275"	"NM_001080485"
"ZNF276"	"ENSG00000158805"	"Zinc fingers C2H2-type"	"zinc finger protein 276"	"NM_152287"
"ZNF277"	"ENSG00000198839"	"NULL"	"zinc finger protein 277"	"NM_021994"
"ZNF280A"	"ENSG00000169548"	"NULL"	"zinc finger protein 280A"	"NM_080740"
"ZNF280B"	"ENSG00000275004"	"NULL"	"zinc finger protein 280B"	"NM_080764"
"ZNF280C"	"ENSG00000056277"	"NULL"	"zinc finger protein 280C"	"NM_017666"
"ZNF280D"	"ENSG00000137871"	"NULL"	"zinc finger protein 280D"	"XM_370867"
"ZNF281"	"ENSG00000162702"	"Zinc fingers C2H2-type"	"zinc finger protein 281"	"NM_012482"
"ZNF282"	"ENSG00000170265"	"Zinc fingers C2H2-type"	"zinc finger protein 282"	"NM_003575"
"ZNF283"	"ENSG00000167637"	"Zinc fingers C2H2-type"	"zinc finger protein 283"	"NM_181845"
"ZNF284"	"ENSG00000186026"	"Zinc fingers C2H2-type"	"zinc finger protein 284"	"NM_001037813"
"ZNF285"	"ENSG00000267508"	"Zinc fingers C2H2-type"	"zinc finger protein 285"	"NM_152354"
"ZNF286A"	"ENSG00000187607"	"Zinc fingers C2H2-type"	"zinc finger protein 286A"	"NM_020652"
"ZNF286B"	"ENSG00000249459"	"Zinc fingers C2H2-type"	"zinc finger protein 286B"	"XM_001723047"
"ZNF287"	"ENSG00000141040"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 287"	"NM_001346167"
"ZNF292"	"ENSG00000188994"	"Zinc fingers C2H2-type"	"zinc finger protein 292"	"NM_015021"
"ZNF296"	"ENSG00000170684"	"Zinc fingers C2H2-type"	"zinc finger protein 296"	"NM_145288"
"ZNF300"	"ENSG00000145908"	"Zinc fingers C2H2-type"	"zinc finger protein 300"	"NM_052860"
"ZNF302"	"ENSG00000089335"	"Zinc fingers C2H2-type"	"zinc finger protein 302"	"NM_001012320"
"ZNF304"	"ENSG00000131845"	"Zinc fingers C2H2-type"	"zinc finger protein 304"	"NM_001290318"
"ZNF311"	"ENSG00000197935"	"Zinc fingers C2H2-type"	"zinc finger protein 311"	"XM_212581"
"ZNF316"	"ENSG00000205903"	"Zinc fingers C2H2-type"	"zinc finger protein 316"	"NM_001278559"
"ZNF317"	"ENSG00000130803"	"Zinc fingers C2H2-type"	"zinc finger protein 317"	"NM_020933"
"ZNF318"	"ENSG00000171467"	"Zinc fingers C2H2-type"	"zinc finger protein 318"	"NM_014345"
"ZNF319"	"ENSG00000166188"	"Zinc fingers C2H2-type"	"zinc finger protein 319"	"NM_020807"
"ZNF320"	"ENSG00000182986"	"Zinc fingers C2H2-type"	"zinc finger protein 320"	"NM_207333"
"ZNF322"	"ENSG00000181315"	"Zinc fingers C2H2-type"	"zinc finger protein 322"	"NM_024639"
"ZNF324"	"ENSG00000083812"	"Zinc fingers C2H2-type"	"zinc finger protein 324"	"NM_014347"
"ZNF324B"	"ENSG00000249471"	"Zinc fingers C2H2-type"	"zinc finger protein 324B"	"NM_207395"
"ZNF326"	"ENSG00000162664"	"Zinc fingers C2H2-type"	"zinc finger protein 326"	"NM_181781"
"ZNF329"	"ENSG00000181894"	"Zinc fingers C2H2-type"	"zinc finger protein 329"	"NM_024620"
"ZNF330"	"ENSG00000109445"	"Zinc fingers C2H2-type"	"zinc finger protein 330"	"NM_014487"
"ZNF331"	"ENSG00000130844"	"Zinc fingers C2H2-type"	"zinc finger protein 331"	"NM_018555"
"ZNF333"	"ENSG00000160961"	"Zinc fingers C2H2-type"	"zinc finger protein 333"	"NM_032433"
"ZNF334"	"ENSG00000198185"	"Zinc fingers C2H2-type"	"zinc finger protein 334"	"NM_001270497"
"ZNF335"	"ENSG00000198026"	"Zinc fingers C2H2-type"	"zinc finger protein 335"	"NM_022095"
"ZNF337"	"ENSG00000130684"	"Zinc fingers C2H2-type"	"zinc finger protein 337"	"NM_001290261"
"ZNF341"	"ENSG00000131061"	"Zinc fingers C2H2-type"	"zinc finger protein 341"	"NM_001282933"
"ZNF343"	"ENSG00000088876"	"Zinc fingers C2H2-type"	"zinc finger protein 343"	"NM_024325"
"ZNF345"	"ENSG00000251247"	"Zinc fingers C2H2-type"	"zinc finger protein 345"	"NM_001242472"
"ZNF346"	"ENSG00000113761"	"NULL"	"zinc finger protein 346"	"NM_012279"
"ZNF347"	"ENSG00000197937"	"Zinc fingers C2H2-type"	"zinc finger protein 347"	"NM_032584"
"ZNF350"	"ENSG00000256683"	"Zinc fingers C2H2-type"	"zinc finger protein 350"	"NM_021632"
"ZNF354A"	"ENSG00000169131"	"Zinc fingers C2H2-type"	"zinc finger protein 354A"	"NM_005649"
"ZNF354B"	"ENSG00000178338"	"Zinc fingers C2H2-type"	"zinc finger protein 354B"	"NM_058230"
"ZNF354C"	"ENSG00000177932"	"Zinc fingers C2H2-type"	"zinc finger protein 354C"	"NM_014594"
"ZNF358"	"ENSG00000198816"	"Zinc fingers C2H2-type"	"zinc finger protein 358"	"NM_018083"
"ZNF362"	"ENSG00000160094"	"Zinc fingers C2H2-type"	"zinc finger protein 362"	"NM_152493"
"ZNF365"	"ENSG00000138311"	"Zinc fingers C2H2-type"	"zinc finger protein 365"	"NM_014951"
"ZNF366"	"ENSG00000178175"	"Zinc fingers C2H2-type"	"zinc finger protein 366"	"NM_152625"
"ZNF367"	"ENSG00000165244"	"Zinc fingers C2H2-type"	"zinc finger protein 367"	"NM_153695"
"ZNF382"	"ENSG00000161298"	"Zinc fingers C2H2-type"	"zinc finger protein 382"	"NM_032825"
"ZNF383"	"ENSG00000188283"	"Zinc fingers C2H2-type"	"zinc finger protein 383"	"NM_152604"
"ZNF384"	"ENSG00000126746"	"Zinc fingers C2H2-type;Trinucleotide repeat containing"	"zinc finger protein 384"	"NM_001039920"
"ZNF385A"	"ENSG00000161642"	"NULL"	"zinc finger protein 385A"	"NM_015481"
"ZNF385B"	"ENSG00000144331"	"NULL"	"zinc finger protein 385B"	"NM_152520"
"ZNF385C"	"ENSG00000187595"	"NULL"	"zinc finger protein 385C"	"NM_001013624"
"ZNF385D"	"ENSG00000151789"	"NULL"	"zinc finger protein 385D"	"NM_024697"
"ZNF391"	"ENSG00000124613"	"Zinc fingers C2H2-type"	"zinc finger protein 391"	"NM_001076781"
"ZNF394"	"ENSG00000160908"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 394"	"NM_032164"
"ZNF395"	"ENSG00000186918"	"Zinc fingers C2H2-type"	"zinc finger protein 395"	"NM_018660"
"ZNF396"	"ENSG00000186496"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 396"	"NM_145756"
"ZNF397"	"ENSG00000186812"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 397"	"NM_032347"
"ZNF398"	"ENSG00000197024"	"Zinc fingers C2H2-type"	"zinc finger protein 398"	"NM_020781"
"ZNF404"	"ENSG00000176222"	"Zinc fingers C2H2-type"	"zinc finger protein 404"	"NM_001033719"
"ZNF407"	"ENSG00000215421"	"Zinc fingers C2H2-type"	"zinc finger protein 407"	"NM_017757"
"ZNF408"	"ENSG00000175213"	"Zinc fingers C2H2-type;PR/SET domain family"	"zinc finger protein 408"	"NM_024741"
"ZNF410"	"ENSG00000119725"	"Zinc fingers C2H2-type"	"zinc finger protein 410"	"NM_021188"
"ZNF414"	"ENSG00000133250"	"Zinc fingers C2H2-type"	"zinc finger protein 414"	"NM_032370"
"ZNF415"	"ENSG00000170954"	"Zinc fingers C2H2-type"	"zinc finger protein 415"	"NM_018355"
"ZNF416"	"ENSG00000083817"	"Zinc fingers C2H2-type"	"zinc finger protein 416"	"NM_017879"
"ZNF417"	"ENSG00000173480"	"Zinc fingers C2H2-type"	"zinc finger protein 417"	"NM_152475"
"ZNF418"	"ENSG00000196724"	"Zinc fingers C2H2-type"	"zinc finger protein 418"	"NM_133460"
"ZNF419"	"ENSG00000105136"	"Zinc fingers C2H2-type;Minor histocompatibility antigens"	"zinc finger protein 419"	"NM_024691"
"ZNF420"	"ENSG00000197050"	"Zinc fingers C2H2-type"	"zinc finger protein 420"	"NM_144689"
"ZNF423"	"ENSG00000102935"	"Zinc fingers C2H2-type"	"zinc finger protein 423"	"NM_015069"
"ZNF425"	"ENSG00000204947"	"Zinc fingers C2H2-type"	"zinc finger protein 425"	"XM_088140"
"ZNF426"	"ENSG00000130818"	"Zinc fingers C2H2-type"	"zinc finger protein 426"	"NM_024106"
"ZNF428"	"ENSG00000131116"	"Zinc fingers C2H2-type"	"zinc finger protein 428"	"NM_182498"
"ZNF429"	"ENSG00000197013"	"Zinc fingers C2H2-type"	"zinc finger protein 429"	"NM_001001415"
"ZNF430"	"ENSG00000118620"	"Zinc fingers C2H2-type"	"zinc finger protein 430"	"NM_025189"
"ZNF431"	"ENSG00000196705"	"Zinc fingers C2H2-type"	"zinc finger protein 431"	"XM_086098"
"ZNF432"	"ENSG00000256087"	"Zinc fingers C2H2-type"	"zinc finger protein 432"	"NM_014650"
"ZNF433"	"ENSG00000197647"	"Zinc fingers C2H2-type"	"zinc finger protein 433"	"NM_152602"
"ZNF436"	"ENSG00000125945"	"Zinc fingers C2H2-type"	"zinc finger protein 436"	"NM_030634"
"ZNF438"	"ENSG00000183621"	"Zinc fingers C2H2-type"	"zinc finger protein 438"	"NM_182755"
"ZNF439"	"ENSG00000171291"	"Zinc fingers C2H2-type"	"zinc finger protein 439"	"NM_001348718"
"ZNF440"	"ENSG00000171295"	"Zinc fingers C2H2-type"	"zinc finger protein 440"	"NM_152357"
"ZNF441"	"ENSG00000197044"	"Zinc fingers C2H2-type"	"zinc finger protein 441"	"NM_152355"
"ZNF442"	"ENSG00000198342"	"Zinc fingers C2H2-type"	"zinc finger protein 442"	"NM_030824"
"ZNF443"	"ENSG00000180855"	"Zinc fingers C2H2-type"	"zinc finger protein 443"	"NM_005815"
"ZNF444"	"ENSG00000167685"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 444"	"NM_018337"
"ZNF445"	"ENSG00000185219"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 445"	"NM_181489"
"ZNF446"	"ENSG00000083838"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 446"	"NM_017908"
"ZNF449"	"ENSG00000173275"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 449"	"NM_152695"
"ZNF451"	"ENSG00000112200"	"Zinc fingers C2H2-type"	"zinc finger protein 451"	"NM_015555"
"ZNF454"	"ENSG00000178187"	"Zinc fingers C2H2-type"	"zinc finger protein 454"	"NM_001178089"
"ZNF460"	"ENSG00000197714"	"Zinc fingers C2H2-type"	"zinc finger protein 460"	"NM_006635"
"ZNF461"	"ENSG00000197808"	"Zinc fingers C2H2-type"	"zinc finger protein 461"	"NM_153257"
"ZNF462"	"ENSG00000148143"	"Zinc fingers C2H2-type"	"zinc finger protein 462"	"NM_021224"
"ZNF467"	"ENSG00000181444"	"Zinc fingers C2H2-type"	"zinc finger protein 467"	"NM_207336"
"ZNF468"	"ENSG00000204604"	"Zinc fingers C2H2-type"	"zinc finger protein 468"	"NM_001008801"
"ZNF469"	"ENSG00000225614"	"Zinc fingers C2H2-type"	"zinc finger protein 469"	"NG_012236"
"ZNF470"	"ENSG00000197016"	"Zinc fingers C2H2-type"	"zinc finger protein 470"	"NM_001001668"
"ZNF471"	"ENSG00000196263"	"Zinc fingers C2H2-type"	"zinc finger protein 471"	"NM_020813"
"ZNF473"	"ENSG00000142528"	"Zinc fingers C2H2-type"	"zinc finger protein 473"	"XM_046390"
"ZNF474"	"ENSG00000164185"	"Zinc fingers C2H2-type"	"zinc finger protein 474"	"NM_207317"
"ZNF479"	"ENSG00000185177"	"Zinc fingers C2H2-type"	"zinc finger protein 479"	"XM_291202"
"ZNF480"	"ENSG00000198464"	"Zinc fingers C2H2-type"	"zinc finger protein 480"	"NM_144684"
"ZNF483"	"ENSG00000173258"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 483"	"XM_088567"
"ZNF484"	"ENSG00000127081"	"Zinc fingers C2H2-type"	"zinc finger protein 484"	"XM_046861"
"ZNF485"	"ENSG00000198298"	"Zinc fingers C2H2-type"	"zinc finger protein 485"	"NM_145312"
"ZNF486"	"ENSG00000256229"	"Zinc fingers C2H2-type"	"zinc finger protein 486"	"NM_052852"
"ZNF487"	"ENSG00000243660"	"Zinc fingers C2H2-type"	"zinc finger protein 487"	"NM_001355444.1"
"ZNF488"	"ENSG00000265763"	"Zinc fingers C2H2-type"	"zinc finger protein 488"	"NM_153034"
"ZNF490"	"ENSG00000188033"	"Zinc fingers C2H2-type"	"zinc finger protein 490"	"NM_020714"
"ZNF491"	"ENSG00000177599"	"Zinc fingers C2H2-type"	"zinc finger protein 491"	"NM_152356"
"ZNF492"	"ENSG00000229676"	"Zinc fingers C2H2-type"	"zinc finger protein 492"	"NM_020855"
"ZNF493"	"ENSG00000196268"	"Zinc fingers C2H2-type"	"zinc finger protein 493"	"NM_175910"
"ZNF496"	"ENSG00000162714"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 496"	"NM_032752"
"ZNF497"	"ENSG00000174586"	"Zinc fingers C2H2-type"	"zinc finger protein 497"	"NM_198458"
"ZNF500"	"ENSG00000103199"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 500"	"XM_085507"
"ZNF501"	"ENSG00000186446"	"Zinc fingers C2H2-type"	"zinc finger protein 501"	"NM_145044"
"ZNF502"	"ENSG00000196653"	"Zinc fingers C2H2-type"	"zinc finger protein 502"	"NM_033210"
"ZNF503"	"ENSG00000165655"	"Zinc fingers C2H2-type"	"zinc finger protein 503"	"NM_032772"
"ZNF506"	"ENSG00000081665"	"Zinc fingers C2H2-type"	"zinc finger protein 506"	"XM_036218"
"ZNF507"	"ENSG00000168813"	"Zinc fingers C2H2-type"	"zinc finger protein 507"	"NM_014910"
"ZNF510"	"ENSG00000081386"	"Zinc fingers C2H2-type"	"zinc finger protein 510"	"NM_014930"
"ZNF511"	"ENSG00000198546"	"Zinc fingers C2H2-type"	"zinc finger protein 511"	"NM_145806"
"ZNF512"	"ENSG00000243943"	"Zinc fingers C2H2-type"	"zinc finger protein 512"	"NM_032434"
"ZNF512B"	"ENSG00000196700"	"NULL"	"zinc finger protein 512B"	"NM_020713"
"ZNF513"	"ENSG00000163795"	"Zinc fingers C2H2-type"	"zinc finger protein 513"	"NM_144631"
"ZNF514"	"ENSG00000144026"	"Zinc fingers C2H2-type"	"zinc finger protein 514"	"NM_032788"
"ZNF516"	"ENSG00000101493"	"Zinc fingers C2H2-type"	"zinc finger protein 516"	"NM_014643"
"ZNF517"	"ENSG00000197363"	"Zinc fingers C2H2-type"	"zinc finger protein 517"	"XM_291261"
"ZNF518A"	"ENSG00000177853"	"Zinc fingers C2H2-type"	"zinc finger protein 518A"	"NM_014803"
"ZNF518B"	"ENSG00000178163"	"Zinc fingers C2H2-type"	"zinc finger protein 518B"	"NM_053042"
"ZNF519"	"ENSG00000175322"	"Zinc fingers C2H2-type"	"zinc finger protein 519"	"NM_145287"
"ZNF521"	"ENSG00000198795"	"Zinc fingers C2H2-type"	"zinc finger protein 521"	"NM_015461"
"ZNF524"	"ENSG00000171443"	"Zinc fingers C2H2-type"	"zinc finger protein 524"	"NM_153219"
"ZNF525"	"ENSG00000203326"	"Zinc fingers C2H2-type"	"zinc finger protein 525"	"NR_003699"
"ZNF526"	"ENSG00000167625"	"Zinc fingers C2H2-type"	"zinc finger protein 526"	"XM_057401"
"ZNF527"	"ENSG00000189164"	"Zinc fingers C2H2-type"	"zinc finger protein 527"	"NM_032453"
"ZNF528"	"ENSG00000167555"	"Zinc fingers C2H2-type"	"zinc finger protein 528"	"NM_032423"
"ZNF529"	"ENSG00000186020"	"Zinc fingers C2H2-type"	"zinc finger protein 529"	"NM_020951"
"ZNF530"	"ENSG00000183647"	"Zinc fingers C2H2-type"	"zinc finger protein 530"	"NM_020880"
"ZNF532"	"ENSG00000074657"	"Zinc fingers C2H2-type"	"zinc finger protein 532"	"NM_018181"
"ZNF534"	"ENSG00000198633"	"Zinc fingers C2H2-type"	"zinc finger protein 534"	"NM_182512"
